"A0","A1","A2.1","A2.2","A2.3","A2.4","A2.5","A2.6","A3.1","A3.2","A3.3","A3.4","A4.1","A4.2","A4.3","A4.4","A4.5","A4.6","A5.1","A5.2","A5.3","A5.4","A5.5","A6.1","A6.2","A6.3","A6.4","A6.5","A6.6","A7.1","A7.2","A7.3","A7.4","A7.5","A7.6","A8.1","A8.2","A8.3","A9","A10.1","A11.1","A12.1","A13.1","A14.1","AB3","AB4","AB5","AB6","AB11","AB68","AB69","AB71","AB72","AB75.1","ABLDEL","ABKSTR","ABKJONN","ABALDER.1","a4.1x","a4.2x","a4.3x","a4.4x","a4.5x","a4.6x","a5.1x","a5.2x","a5.3x","a5.4x","a5.5x","a6.1x","a6.2x","a6.3x","a6.4x","a6.5x","a6.6x","a7.1x","a7.2x","a7.3x","a7.4x","a7.5x","a7.6x","a8.1x","a8.2x","a8.3x","a10.1x","a11.1x","a12.1x","a13.1x","a14.1x","ACSI"
1031833.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,6.000000,4.000000,5.000000,6.000000,4.000000,5.000000,4.000000,3.000000,5.000000,4.000000,3.000000,4.000000,4.000000,5.000000,4.000000,3.000000,4.000000,6.000000,5.000000,4.000000,5.000000,3.000000,4.000000,5.000000,6.000000,6.000000,2.000000,5.000000,6.000000,6.000000,8.000000,4.000000,2.000000,3.000000,1.000000,3.000000,5.000000,3.000000,2.000000,3.000000,8.000000,5.000000,1.000000,4.000000,2.000000,20.000000,83.33333333333333,50.000000,66.66666666666667,83.33333333333333,50.000000,66.66666666666667,50.000000,33.33333333333334,66.66666666666667,50.000000,33.33333333333334,50.000000,50.000000,66.66666666666667,50.000000,33.33333333333334,50.000000,83.33333333333333,66.66666666666667,50.000000,66.66666666666667,33.33333333333334,50.000000,66.66666666666667,83.33333333333333,83.33333333333333,66.66666666666667,83.33333333333333,83.33333333333333,,50.000000,
1031898.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,1.000000,3.000000,2.000000,1.000000,5.000000,3.000000,1.000000,4.000000,4.000000,6.000000,1.000000,4.000000,2.000000,18.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031946.000000,,,,,,,,0.000000,0.000000,0.000000,1.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,1.000000,2.000000,3.000000,5.000000,4.000000,1.000000,,,,1.000000,4.000000,1.000000,84.000000,,,,,,,,,,,,,,,,,,,,,,,,,83.33333333333333,,,,,,,
1031971.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5.000000,3.000000,,6.000000,4.000000,7.000000,3.000000,5.000000,6.000000,3.000000,3.000000,3.000000,3.000000,4.000000,4.000000,5.000000,6.000000,1.000000,2.000000,1.000000,4.000000,5.000000,3.000000,1.000000,2.000000,2.000000,4.000000,3.000000,2.000000,3.000000,3.000000,3.000000,3.000000,1.000000,1.000000,3.000000,5.000000,4.000000,1.000000,6.000000,2.000000,6.000000,1.000000,4.000000,1.000000,79.000000,66.66666666666667,33.33333333333334,,83.33333333333333,50.000000,100.000000,33.33333333333334,66.66666666666667,83.33333333333333,33.33333333333334,33.33333333333334,33.33333333333334,33.33333333333334,50.000000,50.000000,66.66666666666667,83.33333333333333,0.000000,16.66666666666667,0.000000,50.000000,66.66666666666667,33.33333333333334,0.000000,16.66666666666667,16.66666666666667,33.33333333333334,16.66666666666667,33.33333333333334,33.33333333333334,33.33333333333334,27.77777777777778
1032003.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,7.000000,7.000000,5.000000,7.000000,8.000000,8.000000,8.000000,5.000000,5.000000,6.000000,8.000000,6.000000,7.000000,6.000000,6.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,6.000000,8.000000,6.000000,6.000000,8.000000,4.000000,7.000000,7.000000,6.000000,6.000000,7.000000,2.000000,3.000000,2.000000,3.000000,5.000000,4.000000,2.000000,6.000000,2.000000,7.000000,1.000000,4.000000,1.000000,75.000000,100.000000,100.000000,66.66666666666667,100.000000,,,,66.66666666666667,66.66666666666667,83.33333333333333,,83.33333333333333,100.000000,83.33333333333333,83.33333333333333,100.000000,100.000000,100.000000,100.000000,100.000000,,83.33333333333333,,83.33333333333333,83.33333333333333,,100.000000,100.000000,83.33333333333333,83.33333333333333,100.000000,88.88888888888887
1032042.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,1.000000,1.000000,2.000000,1.000000,5.000000,4.000000,1.000000,6.000000,6.000000,6.000000,1.000000,4.000000,1.000000,71.000000,,,,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032068.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,4.000000,4.000000,8.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,8.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,8.000000,5.000000,5.000000,5.000000,4.000000,5.000000,5.000000,5.000000,5.000000,5.000000,2.000000,1.000000,2.000000,1.000000,5.000000,1.000000,1.000000,5.000000,7.000000,6.000000,1.000000,4.000000,1.000000,68.000000,50.000000,50.000000,,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
1032091.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,4.000000,4.000000,4.000000,6.000000,8.000000,8.000000,8.000000,6.000000,6.000000,6.000000,8.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,4.000000,6.000000,6.000000,6.000000,4.000000,6.000000,4.000000,4.000000,2.000000,3.000000,5.000000,4.000000,1.000000,6.000000,5.000000,7.000000,1.000000,4.000000,1.000000,67.000000,50.000000,50.000000,50.000000,83.33333333333333,,,,83.33333333333333,83.33333333333333,83.33333333333333,,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,50.000000,83.33333333333333,72.22222222222221
1032092.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,5.000000,4.000000,5.000000,5.000000,6.000000,5.000000,6.000000,5.000000,5.000000,4.000000,3.000000,5.000000,5.000000,4.000000,4.000000,4.000000,4.000000,5.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,3.000000,4.000000,5.000000,5.000000,5.000000,4.000000,4.000000,3.000000,1.000000,2.000000,1.000000,5.000000,4.000000,1.000000,6.000000,7.000000,6.000000,1.000000,4.000000,1.000000,67.000000,66.66666666666667,50.000000,66.66666666666667,66.66666666666667,83.33333333333333,66.66666666666667,83.33333333333333,66.66666666666667,66.66666666666667,50.000000,33.33333333333334,66.66666666666667,66.66666666666667,50.000000,50.000000,50.000000,50.000000,66.66666666666667,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,33.33333333333334,33.33333333333334,66.66666666666667,66.66666666666667,66.66666666666667,50.000000,50.000000,61.11111111111111
1032116.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,4.000000,2.000000,2.000000,2.000000,3.000000,2.000000,3.000000,4.000000,5.000000,3.000000,1.000000,4.000000,5.000000,3.000000,3.000000,3.000000,4.000000,5.000000,3.000000,3.000000,2.000000,2.000000,1.000000,3.000000,3.000000,3.000000,4.000000,3.000000,3.000000,4.000000,3.000000,3.000000,4.000000,3.000000,2.000000,3.000000,5.000000,1.000000,1.000000,4.000000,3.000000,6.000000,1.000000,4.000000,1.000000,66.000000,50.000000,16.66666666666667,16.66666666666667,16.66666666666667,33.33333333333334,16.66666666666667,33.33333333333334,50.000000,66.66666666666667,33.33333333333334,0.000000,50.000000,66.66666666666667,33.33333333333334,33.33333333333334,33.33333333333334,50.000000,66.66666666666667,33.33333333333334,33.33333333333334,16.66666666666667,16.66666666666667,0.000000,33.33333333333334,33.33333333333334,33.33333333333334,33.33333333333334,33.33333333333334,50.000000,33.33333333333334,33.33333333333334,38.88888888888889
1032119.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,8.000000,8.000000,6.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,8.000000,8.000000,6.000000,8.000000,8.000000,8.000000,6.000000,6.000000,8.000000,8.000000,6.000000,6.000000,8.000000,6.000000,8.000000,8.000000,4.000000,6.000000,6.000000,6.000000,6.000000,6.000000,3.000000,4.000000,2.000000,3.000000,2.000000,5.000000,1.000000,6.000000,6.000000,7.000000,1.000000,4.000000,1.000000,65.000000,,,83.33333333333333,100.000000,,,,,,83.33333333333333,,,83.33333333333333,,,,83.33333333333333,83.33333333333333,,,83.33333333333333,83.33333333333333,,83.33333333333333,,,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333
1032123.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,8.000000,8.000000,8.000000,5.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,1.000000,2.000000,3.000000,5.000000,1.000000,1.000000,5.000000,6.000000,6.000000,1.000000,4.000000,1.000000,65.000000,,,,66.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032124.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000,4.000000,4.000000,8.000000,8.000000,4.000000,4.000000,4.000000,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,8.000000,5.000000,5.000000,5.000000,4.000000,5.000000,5.000000,5.000000,5.000000,5.000000,4.000000,1.000000,2.000000,3.000000,3.000000,1.000000,2.000000,4.000000,6.000000,5.000000,1.000000,4.000000,1.000000,65.000000,50.000000,50.000000,50.000000,50.000000,,,50.000000,50.000000,50.000000,50.000000,50.000000,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
1032129.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,4.000000,4.000000,5.000000,5.000000,3.000000,4.000000,3.000000,3.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,5.000000,5.000000,6.000000,4.000000,1.000000,2.000000,1.000000,4.000000,1.000000,1.000000,4.000000,8.000000,6.000000,1.000000,4.000000,1.000000,65.000000,50.000000,50.000000,66.66666666666667,66.66666666666667,33.33333333333334,50.000000,33.33333333333334,33.33333333333334,50.000000,33.33333333333334,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,50.000000,50.000000,50.000000,50.000000,50.000000,66.66666666666667,66.66666666666667,83.33333333333333,61.11111111111111
1032228.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.000000,8.000000,8.000000,6.000000,7.000000,7.000000,5.000000,6.000000,8.000000,6.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,8.000000,8.000000,7.000000,8.000000,8.000000,4.000000,7.000000,7.000000,7.000000,8.000000,8.000000,4.000000,1.000000,2.000000,2.000000,5.000000,1.000000,1.000000,4.000000,7.000000,7.000000,1.000000,4.000000,1.000000,61.000000,,,,83.33333333333333,100.000000,100.000000,66.66666666666667,83.33333333333333,,83.33333333333333,,,,,,,,,,,83.33333333333333,,,100.000000,,,100.000000,100.000000,100.000000,,,
1032259.000000,2.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,,,,,3.000000,8.000000,8.000000,2.000000,8.000000,8.000000,8.000000,8.000000,5.000000,3.000000,8.000000,4.000000,2.000000,2.000000,4.000000,8.000000,3.000000,4.000000,2.000000,2.000000,4.000000,2.000000,1.000000,4.000000,2.000000,1.000000,4.000000,2.000000,2.000000,2.000000,1.000000,2.000000,4.000000,1.000000,2.000000,1.000000,5.000000,1.000000,1.000000,3.000000,8.000000,6.000000,1.000000,4.000000,1.000000,59.000000,33.33333333333334,,,16.66666666666667,,,,,66.66666666666667,33.33333333333334,,50.000000,16.66666666666667,16.66666666666667,50.000000,,33.33333333333334,50.000000,16.66666666666667,16.66666666666667,50.000000,16.66666666666667,0.000000,50.000000,16.66666666666667,0.000000,16.66666666666667,16.66666666666667,16.66666666666667,0.000000,16.66666666666667,11.11111111111111
1032327.000000,2.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5.000000,5.000000,5.000000,6.000000,5.000000,8.000000,5.000000,4.000000,6.000000,6.000000,8.000000,3.000000,6.000000,3.000000,3.000000,3.000000,3.000000,5.000000,3.000000,3.000000,4.000000,5.000000,8.000000,2.000000,2.000000,2.000000,4.000000,3.000000,4.000000,3.000000,4.000000,4.000000,2.000000,2.000000,1.000000,3.000000,5.000000,5.000000,1.000000,6.000000,3.000000,3.000000,1.000000,4.000000,1.000000,56.000000,66.66666666666667,66.66666666666667,66.66666666666667,83.33333333333333,66.66666666666667,,66.66666666666667,50.000000,83.33333333333333,83.33333333333333,,33.33333333333334,83.33333333333333,33.33333333333334,33.33333333333334,33.33333333333334,33.33333333333334,66.66666666666667,33.33333333333334,33.33333333333334,50.000000,66.66666666666667,,16.66666666666667,16.66666666666667,16.66666666666667,33.33333333333334,50.000000,33.33333333333334,50.000000,50.000000,44.44444444444445
1032329.000000,1.000000,,,,,,,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,1.000000,1.000000,3.000000,5.000000,1.000000,1.000000,1.000000,8.000000,7.000000,1.000000,4.000000,1.000000,55.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032330.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,4.000000,8.000000,4.000000,6.000000,8.000000,8.000000,8.000000,4.000000,4.000000,8.000000,8.000000,6.000000,6.000000,5.000000,5.000000,5.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,8.000000,6.000000,6.000000,6.000000,4.000000,5.000000,5.000000,4.000000,4.000000,4.000000,4.000000,1.000000,2.000000,3.000000,5.000000,1.000000,1.000000,2.000000,8.000000,7.000000,1.000000,4.000000,1.000000,56.000000,50.000000,,50.000000,83.33333333333333,,,,50.000000,50.000000,,,83.33333333333333,83.33333333333333,66.66666666666667,66.66666666666667,66.66666666666667,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,,83.33333333333333,83.33333333333333,83.33333333333333,66.66666666666667,66.66666666666667,50.000000,50.000000,50.000000,55.55555555555556
1032335.000000,,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,3.000000,3.000000,1.000000,3.000000,5.000000,1.000000,1.000000,4.000000,4.000000,4.000000,1.000000,4.000000,1.000000,55.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032378.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5.000000,5.000000,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,4.000000,5.000000,5.000000,4.000000,4.000000,4.000000,4.000000,1.000000,1.000000,3.000000,5.000000,1.000000,4.000000,4.000000,3.000000,4.000000,1.000000,4.000000,1.000000,54.000000,66.66666666666667,66.66666666666667,50.000000,50.000000,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,50.000000,50.000000,50.000000,55.55555555555556
1032401.000000,2.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,3.000000,3.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,2.000000,2.000000,5.000000,5.000000,1.000000,6.000000,3.000000,3.000000,1.000000,4.000000,1.000000,53.000000,0.000000,50.000000,50.000000,50.000000,50.000000,33.33333333333334,50.000000,50.000000,50.000000,50.000000,50.000000,33.33333333333334,50.000000,33.33333333333334,33.33333333333334,50.000000,33.33333333333334,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,33.33333333333334,50.000000,44.44444444444445
1032405.000000,,,,,,,,0.000000,0.000000,0.000000,1.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,2.000000,1.000000,2.000000,2.000000,5.000000,1.000000,1.000000,2.000000,8.000000,6.000000,1.000000,4.000000,1.000000,53.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032426.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.000000,8.000000,8.000000,4.000000,5.000000,5.000000,5.000000,5.000000,8.000000,4.000000,8.000000,4.000000,5.000000,4.000000,8.000000,8.000000,3.000000,5.000000,4.000000,5.000000,4.000000,4.000000,8.000000,4.000000,8.000000,8.000000,4.000000,4.000000,4.000000,5.000000,4.000000,4.000000,4.000000,2.000000,2.000000,3.000000,5.000000,1.000000,1.000000,2.000000,7.000000,6.000000,1.000000,4.000000,1.000000,52.000000,50.000000,,,50.000000,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,,50.000000,,50.000000,66.66666666666667,50.000000,,,33.33333333333334,66.66666666666667,50.000000,66.66666666666667,50.000000,50.000000,,50.000000,,,50.000000,50.000000,66.66666666666667,50.000000,50.000000,55.55555555555556
